id,State,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,Issue_Year,Month,Month Name,Quarter,Annual_Income_Band,Interest_Rate_Band,DTI_Band,Empt_Lgth_Experience_Group
349682,New Jersey,INDIVIDUAL,10+ years,Walgreens,C,RENT,"Friday, August 6, 2021","Monday, March 15, 2021","Saturday, November 6, 2021",Fully Paid,"Sunday, November 7, 2021",351429,Debt consolidation,C1, 36 months,Not Verified,53000,0.0383,180.15,0.1103,5500,30,6485,2021,8,August,3,Middle Income,Moderate Interest,Low DTI,Long Term Employee
321574,California,INDIVIDUAL,< 1 year,Acs,C,RENT,"Wednesday, August 4, 2021","Thursday, November 4, 2021","Wednesday, November 3, 2021",Fully Paid,"Thursday, November 4, 2021",321571,Debt consolidation,C1, 36 months,Not Verified,50000,0.1382,78.61,0.1103,2400,11,2829,2021,8,August,3,Middle Income,Moderate Interest,Moderate DTI,Long Term Employee
351271,Pennysylvania,INDIVIDUAL,< 1 year,Mcbee Associates,C,RENT,"Saturday, August 7, 2021","Saturday, August 14, 2021","Sunday, November 7, 2021",Fully Paid,"Monday, November 8, 2021",353795,Debt consolidation,C3, 36 months,Not Verified,39996,0.0399,135.52,0.1166,6000,25,4878,2021,8,August,3,Middle Income,Moderate Interest,Low DTI,Long Term Employee
306405,Minnesota,INDIVIDUAL,2 years,Target Corporation,C,RENT,"Wednesday, August 4, 2021","Thursday, November 4, 2021","Thursday, November 4, 2021",Fully Paid,"Friday, November 5, 2021",306318,Debt consolidation,C3, 36 months,Not Verified,57300,0.1592,178.49,0.1166,10400,22,6425,2021,8,August,3,Middle Income,Moderate Interest,Moderate DTI,Early Career
300596,Illonois,INDIVIDUAL,3 years,Peacock Nine,C,RENT,"Tuesday, August 3, 2021","Wednesday, November 3, 2021","Thursday, November 4, 2021",Fully Paid,"Friday, November 5, 2021",300593,Debt consolidation,C3, 36 months,Not Verified,55000,0.0842,462.74,0.1166,14000,22,16658,2021,8,August,3,Middle Income,Moderate Interest,Low DTI,Early Career
351870,Maryland,INDIVIDUAL,10+ years,Richlee Shoe Co,C,RENT,"Saturday, August 7, 2021","Sunday, May 16, 2021","Sunday, November 7, 2021",Fully Paid,"Monday, November 8, 2021",354717,Debt consolidation,C2, 36 months,Not Verified,41196,0.1191,224.53,0.1159,6800,25,8083,2021,8,August,3,Middle Income,Moderate Interest,Moderate DTI,Long Term Employee
353024,Rhode Island,INDIVIDUAL,2 years,Bank Of America,C,RENT,"Monday, August 9, 2021","Friday, April 16, 2021","Wednesday, November 10, 2021",Fully Paid,"Thursday, November 11, 2021",356460,Debt consolidation,C1, 36 months,Not Verified,40000,0.0543,197.23,0.1128,6000,15,7100,2021,8,August,3,Middle Income,Moderate Interest,Low DTI,Early Career
306588,Pennysylvania,INDIVIDUAL,2 years,Jg Resources,C,RENT,"Tuesday, August 3, 2021","Wednesday, January 13, 2021","Thursday, November 4, 2021",Fully Paid,"Friday, November 5, 2021",306585,Debt consolidation,C4, 36 months,Not Verified,40800,0.2197,116.2,0.1197,3500,12,4183,2021,8,August,3,Middle Income,Moderate Interest,High DTI,Early Career
346720,Oregon,INDIVIDUAL,< 1 year,Garagegames,C,RENT,"Thursday, August 5, 2021","Wednesday, October 6, 2021","Wednesday, October 6, 2021",Fully Paid,"Thursday, October 7, 2021",346948,Debt consolidation,C1, 36 months,Not Verified,55000,0.1176,212.9,0.1103,6500,12,7518,2021,8,August,3,Middle Income,Moderate Interest,Moderate DTI,Long Term Employee
346726,California,INDIVIDUAL,4 years,Wilson Elser,C,RENT,"Thursday, August 5, 2021","Sunday, March 14, 2021","Friday, November 5, 2021",Fully Paid,"Saturday, November 6, 2021",346958,Debt consolidation,C2, 36 months,Not Verified,54396,0.1509,164.5,0.1134,5000,27,5922,2021,8,August,3,Middle Income,Moderate Interest,Moderate DTI,Mid Career
263906,North Carolina,INDIVIDUAL,10+ years,U.S.P.S,B,RENT,"Monday, August 2, 2021","Wednesday, November 3, 2021","Wednesday, November 3, 2021",Fully Paid,"Thursday, November 4, 2021",263887,Debt consolidation,B5, 36 months,Not Verified,50433,0.0695,163.01,0.1071,5000,20,5868,2021,8,August,3,Middle Income,Moderate Interest,Low DTI,Long Term Employee
359689,Illonois,INDIVIDUAL,2 years,Triton College,B,RENT,"Tuesday, August 10, 2021","Friday, November 5, 2021","Friday, November 5, 2021",Fully Paid,"Saturday, November 6, 2021",367051,Debt consolidation,B5, 36 months,Not Verified,36000,0.193,329.57,0.1146,10000,9,11800,2021,8,August,3,Middle Income,Moderate Interest,Moderate DTI,Early Career
240220,Missouri,INDIVIDUAL,10+ years,At&T Inc.,B,RENT,"Monday, August 2, 2021","Wednesday, November 3, 2021","Wednesday, November 3, 2021",Fully Paid,"Thursday, November 4, 2021",237164,Debt consolidation,B5, 36 months,Not Verified,47000,0.1815,42.23,0.1046,1300,13,1536,2021,8,August,3,Middle Income,Moderate Interest,Moderate DTI,Long Term Employee
293091,Massachusetts,INDIVIDUAL,2 years,Eaton Vance Management,C,RENT,"Tuesday, August 3, 2021","Tuesday, March 16, 2021","Saturday, September 11, 2021",Fully Paid,"Sunday, September 12, 2021",293079,Debt consolidation,C4, 36 months,Not Verified,57500,0.1876,298.8,0.1197,9000,28,10378,2021,8,August,3,Middle Income,Moderate Interest,Moderate DTI,Early Career
348005,Mississippi,INDIVIDUAL,2 years,Magnolia Self Storage,C,RENT,"Thursday, August 5, 2021","Tuesday, March 16, 2021","Friday, October 8, 2021",Fully Paid,"Saturday, October 9, 2021",348827,Debt consolidation,C3, 36 months,Not Verified,33448,0.2375,82.64,0.1166,2500,19,2940,2021,8,August,3,Middle Income,Moderate Interest,High DTI,Early Career
212737,New York,INDIVIDUAL,1 year,"Our Lady Of Lourdes Memorial Hospital, Inc.",C,RENT,"Sunday, August 1, 2021","Wednesday, November 3, 2021","Wednesday, November 3, 2021",Fully Paid,"Thursday, November 4, 2021",212440,Debt consolidation,C5, 36 months,Not Verified,44685,0.1606,265.87,0.1204,8000,17,9592,2021,8,August,3,Middle Income,High Interest,Moderate DTI,New Employee
214363,California,INDIVIDUAL,1 year,Baxter Healthcare,C,RENT,"Sunday, August 1, 2021","Monday, November 1, 2021","Tuesday, November 2, 2021",Fully Paid,"Wednesday, November 3, 2021",190375,Debt consolidation,C5, 36 months,Not Verified,47000,0.1795,498.51,0.1204,15000,17,17971,2021,8,August,3,Middle Income,High Interest,Moderate DTI,New Employee
224210,Virginia,INDIVIDUAL,3 years,Remax,C,RENT,"Sunday, August 1, 2021","Sunday, February 14, 2021","Tuesday, October 12, 2021",Fully Paid,"Saturday, October 1, 2022",218822,Debt consolidation,C5, 36 months,Not Verified,100000,0.1432,498.51,0.1204,15000,24,17913,2021,8,August,3,High Income,High Interest,Moderate DTI,Early Career
269818,Florida,INDIVIDUAL,< 1 year,At&T Wireless,C,RENT,"Tuesday, August 3, 2021","Wednesday, January 13, 2021","Wednesday, November 3, 2021",Fully Paid,"Thursday, November 4, 2021",267741,Debt consolidation,C5, 36 months,Not Verified,2039784,0.0013,281.84,0.1229,8450,11,10146,2021,8,August,3,High Income,High Interest,Low DTI,Long Term Employee
216940,Illonois,INDIVIDUAL,< 1 year,Sears Holdings,C,RENT,"Sunday, August 1, 2021","Sunday, May 16, 2021","Monday, November 1, 2021",Fully Paid,"Tuesday, November 2, 2021",216937,Debt consolidation,C5, 36 months,Not Verified,45000,0.2133,372.22,0.1204,11200,36,13400,2021,8,August,3,Middle Income,High Interest,High DTI,Long Term Employee
276232,New Jersey,INDIVIDUAL,2 years,Pricewaterhousecoopers,C,RENT,"Tuesday, August 3, 2021","Wednesday, November 3, 2021","Wednesday, November 3, 2021",Fully Paid,"Thursday, November 4, 2021",276159,Debt consolidation,C5, 36 months,Not Verified,105000,0.1001,633.71,0.1229,19000,35,22813,2021,8,August,3,High Income,High Interest,Moderate DTI,Early Career
278405,Texas,INDIVIDUAL,1 year,Cornell Graduate School,D,RENT,"Tuesday, August 3, 2021","Wednesday, November 3, 2021","Wednesday, November 3, 2021",Fully Paid,"Thursday, November 4, 2021",278389,Debt consolidation,D3, 36 months,Not Verified,27000,0.1196,405.72,0.1324,12000,8,14606,2021,8,August,3,Low Income,High Interest,Moderate DTI,New Employee
257346,Maryland,INDIVIDUAL,2 years,Progressive Corp.,D,RENT,"Monday, August 2, 2021","Monday, September 6, 2021","Monday, September 6, 2021",Fully Paid,"Tuesday, September 7, 2021",257327,Debt consolidation,D1, 36 months,Not Verified,52000,0.1202,335.07,0.1261,10000,23,11377,2021,8,August,3,Middle Income,High Interest,Moderate DTI,Early Career
272103,Oregon,INDIVIDUAL,4 years,Lithia Motors Inc.,D,RENT,"Tuesday, August 3, 2021","Wednesday, November 3, 2021","Wednesday, November 3, 2021",Fully Paid,"Thursday, November 4, 2021",270527,Debt consolidation,D2, 36 months,Not Verified,37200,0.0674,336.56,0.1292,10000,8,12116,2021,8,August,3,Middle Income,High Interest,Low DTI,Mid Career
203424,Ohio,INDIVIDUAL,4 years,Travel Centers Of America,D,RENT,"Monday, August 2, 2021","Tuesday, November 2, 2021","Tuesday, November 2, 2021",Fully Paid,"Wednesday, November 3, 2021",202222,Debt consolidation,D5, 36 months,Not Verified,30000,0.2188,316.99,0.1362,9325,9,11412,2021,8,August,3,Middle Income,High Interest,High DTI,Mid Career
215531,District of Columbia,INDIVIDUAL,6 years,Gw University,D,RENT,"Sunday, August 1, 2021","Monday, March 15, 2021","Tuesday, October 12, 2021",Fully Paid,"Saturday, October 1, 2022",215518,Debt consolidation,D2, 36 months,Not Verified,48000,0.131,117.38,0.1267,3500,22,4193,2021,8,August,3,Middle Income,High Interest,Moderate DTI,Experienced
271356,Pennysylvania,INDIVIDUAL,8 years,"Royer'S Florists, Inc.",D,RENT,"Tuesday, August 3, 2021","Wednesday, September 15, 2021","Wednesday, November 3, 2021",Fully Paid,"Thursday, November 4, 2021",271076,Debt consolidation,D2, 36 months,Not Verified,28000,0.1993,222.97,0.1292,6625,26,8027,2021,8,August,3,Low Income,High Interest,Moderate DTI,Experienced
268761,Massachusetts,INDIVIDUAL,< 1 year,Marriott International,D,RENT,"Tuesday, August 3, 2021","Thursday, April 15, 2021","Wednesday, November 3, 2021",Fully Paid,"Thursday, November 4, 2021",268750,Debt consolidation,D5, 36 months,Not Verified,30000,0.2468,264.39,0.1387,7750,9,9518,2021,8,August,3,Middle Income,High Interest,High DTI,Long Term Employee
280871,Tennessee,INDIVIDUAL,2 years,"Mitchell Emert & Hill, P.C.",D,RENT,"Tuesday, August 3, 2021","Wednesday, November 3, 2021","Wednesday, November 3, 2021",Fully Paid,"Thursday, November 4, 2021",280818,Debt consolidation,D1, 36 months,Not Verified,40500,0.1212,180.94,0.1261,5400,11,6514,2021,8,August,3,Middle Income,High Interest,Moderate DTI,Early Career
256450,California,INDIVIDUAL,1 year,Amports & Retired City Government,D,RENT,"Monday, August 2, 2021","Sunday, May 16, 2021","Wednesday, November 3, 2021",Fully Paid,"Thursday, November 4, 2021",256438,Debt consolidation,D2, 36 months,Not Verified,80415,0.2015,213.72,0.1292,6350,16,7694,2021,8,August,3,Upper Middle Income,High Interest,High DTI,New Employee
254533,California,INDIVIDUAL,10+ years,Mortons Steakhouse,D,RENT,"Monday, August 2, 2021","Tuesday, October 5, 2021","Tuesday, October 5, 2021",Fully Paid,"Wednesday, October 6, 2021",252512,Debt consolidation,D1, 36 months,Not Verified,76554,0.0462,254.65,0.1261,7600,9,9026,2021,8,August,3,Upper Middle Income,High Interest,Low DTI,Long Term Employee
242356,Texas,INDIVIDUAL,10+ years,Texas Parks And Wildlife Department,D,RENT,"Monday, August 2, 2021","Friday, April 16, 2021","Friday, November 12, 2021",Fully Paid,"Tuesday, November 1, 2022",242065,Debt consolidation,D5, 36 months,Not Verified,79636,0.0716,655,0.1387,19200,16,26187,2021,8,August,3,Upper Middle Income,High Interest,Low DTI,Long Term Employee
241536,Utah,INDIVIDUAL,4 years,Jetblue Airways,D,RENT,"Monday, August 2, 2021","Saturday, January 16, 2021","Thursday, September 2, 2021",Fully Paid,"Friday, September 3, 2021",240491,Debt consolidation,D1, 36 months,Not Verified,35000,0.1971,450.67,0.1261,13450,16,14924,2021,8,August,3,Middle Income,High Interest,Moderate DTI,Mid Career
270568,California,INDIVIDUAL,5 years,Trader Joes,D,RENT,"Tuesday, August 3, 2021","Sunday, June 13, 2021","Friday, August 6, 2021",Fully Paid,"Saturday, August 7, 2021",267513,Debt consolidation,D1, 36 months,Not Verified,35000,0.0963,234.55,0.1261,7000,5,7216,2021,8,August,3,Middle Income,High Interest,Low DTI,Mid Career
271192,Delaware,INDIVIDUAL,6 years,Diesel  And  Equipment Specialists,D,RENT,"Tuesday, August 3, 2021","Tuesday, April 13, 2021","Wednesday, November 3, 2021",Fully Paid,"Thursday, November 4, 2021",269405,Debt consolidation,D4, 36 months,Not Verified,28700,0.1756,288.66,0.1355,8500,10,10392,2021,8,August,3,Low Income,High Interest,Moderate DTI,Experienced
242229,Illonois,INDIVIDUAL,10+ years,Fsc Company,D,RENT,"Monday, August 2, 2021","Saturday, December 4, 2021","Monday, November 1, 2021",Fully Paid,"Tuesday, November 2, 2021",242210,Debt consolidation,D3, 36 months,Not Verified,82000,0.1512,405.72,0.1324,12000,18,14601,2021,8,August,3,Upper Middle Income,High Interest,Moderate DTI,Long Term Employee
278622,New Jersey,INDIVIDUAL,2 years,Enterprise Rent-A-Car,D,RENT,"Tuesday, August 3, 2021","Sunday, May 16, 2021","Tuesday, October 12, 2021",Fully Paid,"Saturday, October 1, 2022",269243,Debt consolidation,D5, 36 months,Not Verified,62500,0.2045,477.61,0.1387,14000,16,16854,2021,8,August,3,Upper Middle Income,High Interest,High DTI,Early Career
218325,Connecticut,INDIVIDUAL,2 years,Lake Of Isles,D,RENT,"Sunday, August 1, 2021","Sunday, August 8, 2021","Sunday, August 8, 2021",Fully Paid,"Monday, August 9, 2021",216568,Debt consolidation,D3, 36 months,Not Verified,43000,0.1482,539.03,0.1299,16000,22,17128,2021,8,August,3,Middle Income,High Interest,Moderate DTI,Early Career
204428,Arizona,INDIVIDUAL,6 years,Srp,D,RENT,"Sunday, August 1, 2021","Sunday, November 7, 2021","Monday, November 1, 2021",Fully Paid,"Tuesday, November 2, 2021",204314,Debt consolidation,D1, 36 months,Not Verified,39996,0.0948,133.55,0.1236,4000,16,4808,2021,8,August,3,Middle Income,High Interest,Low DTI,Experienced
270302,California,INDIVIDUAL,2 years,Win Soon,D,RENT,"Tuesday, August 3, 2021","Wednesday, November 3, 2021","Wednesday, November 3, 2021",Fully Paid,"Thursday, November 4, 2021",257366,Debt consolidation,D3, 36 months,Not Verified,66000,0.182,338.1,0.1324,10000,12,12171,2021,8,August,3,Upper Middle Income,High Interest,Moderate DTI,Early Career
199889,Texas,INDIVIDUAL,2 years,Crowne Plaza,D,RENT,"Sunday, August 1, 2021","Wednesday, July 14, 2021","Friday, October 8, 2021",Fully Paid,"Saturday, October 9, 2021",199865,Debt consolidation,D4, 36 months,Not Verified,18000,0.22,67.68,0.133,2000,16,2391,2021,8,August,3,Low Income,High Interest,High DTI,Early Career
277895,Illonois,INDIVIDUAL,10+ years,Ledesma Studio Ltd.,D,RENT,"Tuesday, August 3, 2021","Thursday, January 14, 2021","Wednesday, November 3, 2021",Fully Paid,"Thursday, November 4, 2021",277834,Debt consolidation,D2, 36 months,Not Verified,70000,0.0408,269.25,0.1292,8000,39,9693,2021,8,August,3,Upper Middle Income,High Interest,Low DTI,Long Term Employee
191730,California,INDIVIDUAL,2 years,Groovemasters,E,RENT,"Sunday, August 1, 2021","Wednesday, July 14, 2021","Monday, November 1, 2021",Fully Paid,"Tuesday, November 2, 2021",187320,Debt consolidation,E4, 36 months,Not Verified,42500,0.157,687.25,0.1438,20000,22,24741,2021,8,August,3,Middle Income,High Interest,Moderate DTI,Early Career
265904,New Jersey,INDIVIDUAL,3 years,Unknown,E,RENT,"Tuesday, August 3, 2021","Saturday, September 4, 2021","Sunday, September 5, 2021",Fully Paid,"Monday, September 6, 2021",264483,Debt consolidation,E1, 36 months,Not Verified,139992,0.034,548.25,0.1418,16000,29,18242,2021,8,August,3,High Income,High Interest,Low DTI,Early Career
265076,Georgia,INDIVIDUAL,4 years,Turner Broadcasting,E,RENT,"Monday, August 2, 2021","Wednesday, November 3, 2021","Wednesday, November 3, 2021",Fully Paid,"Thursday, November 4, 2021",264755,Debt consolidation,E4, 36 months,Not Verified,56016,0.2132,173.65,0.1513,5000,20,6251,2021,8,August,3,Middle Income,High Interest,High DTI,Mid Career
253601,Colorado,INDIVIDUAL,7 years,Boulder Valley School District,E,RENT,"Monday, August 2, 2021","Tuesday, November 2, 2021","Tuesday, November 2, 2021",Fully Paid,"Wednesday, November 3, 2021",253484,Debt consolidation,E1, 36 months,Not Verified,51648,0.1113,548.25,0.1418,16000,18,19737,2021,8,August,3,Middle Income,High Interest,Moderate DTI,Experienced
216540,California,INDIVIDUAL,< 1 year,Fairfield Residential Llc,E,RENT,"Sunday, August 1, 2021","Monday, December 13, 2021","Monday, November 1, 2021",Fully Paid,"Tuesday, November 2, 2021",213030,Debt consolidation,E2, 36 months,Not Verified,48000,0.1905,514.49,0.1425,15000,21,18522,2021,8,August,3,Middle Income,High Interest,Moderate DTI,Long Term Employee
194762,Missouri,INDIVIDUAL,8 years,United States Air Force,E,RENT,"Sunday, August 1, 2021","Tuesday, September 7, 2021","Tuesday, September 7, 2021",Fully Paid,"Wednesday, September 8, 2021",194653,Debt consolidation,E1, 36 months,Not Verified,36000,0.174,523.78,0.1343,15450,9,17924,2021,8,August,3,Middle Income,High Interest,Moderate DTI,Experienced
268549,California,INDIVIDUAL,4 years,Petco Animal Supplies,E,RENT,"Tuesday, August 3, 2021","Wednesday, November 3, 2021","Wednesday, November 3, 2021",Fully Paid,"Thursday, November 4, 2021",268542,Debt consolidation,E1, 36 months,Not Verified,73660,0.1816,411.19,0.1418,12000,19,14802,2021,8,August,3,Upper Middle Income,High Interest,Moderate DTI,Mid Career
266544,Alabama,INDIVIDUAL,8 years,Linden Presbyterian Church,E,RENT,"Tuesday, August 3, 2021","Wednesday, September 8, 2021","Wednesday, September 8, 2021",Fully Paid,"Thursday, September 9, 2021",265664,Debt consolidation,E1, 36 months,Not Verified,37440,0.2071,274.13,0.1418,8000,17,9245,2021,8,August,3,Middle Income,High Interest,High DTI,Experienced
251789,Texas,INDIVIDUAL,1 year,Bracewell  And  Giuliani,E,RENT,"Monday, August 2, 2021","Thursday, September 2, 2021","Thursday, September 2, 2021",Fully Paid,"Friday, September 3, 2021",251780,Debt consolidation,E5, 36 months,Not Verified,54996,0.1316,348.87,0.1545,10000,13,11350,2021,8,August,3,Middle Income,High Interest,Moderate DTI,New Employee
236199,Maryland,INDIVIDUAL,< 1 year,World Kitchen,E,RENT,"Sunday, August 1, 2021","Tuesday, August 10, 2021","Tuesday, August 10, 2021",Fully Paid,"Wednesday, August 11, 2021",216572,Debt consolidation,E2, 36 months,Not Verified,48000,0.021,685.99,0.1425,20000,7,21940,2021,8,August,3,Middle Income,High Interest,Low DTI,Long Term Employee
223015,California,INDIVIDUAL,< 1 year,San Francisco Zoo,F,RENT,"Sunday, August 1, 2021","Sunday, May 16, 2021","Tuesday, November 2, 2021",Fully Paid,"Wednesday, November 3, 2021",222752,Debt consolidation,F2, 36 months,Not Verified,75000,0.1538,841.76,0.1583,24000,16,30303,2021,8,August,3,Upper Middle Income,High Interest,Moderate DTI,Long Term Employee
262215,California,INDIVIDUAL,4 years,Teachers Assoc. Of Long Beach,F,RENT,"Monday, August 2, 2021","Sunday, May 16, 2021","Wednesday, November 3, 2021",Fully Paid,"Thursday, November 4, 2021",262119,Debt consolidation,F4, 36 months,Not Verified,65000,0.2009,710.18,0.1671,20000,28,25595,2021,8,August,3,Upper Middle Income,High Interest,High DTI,Mid Career
250699,Ohio,INDIVIDUAL,10+ years,United Parcel Service,D,RENT,"Monday, August 2, 2021","Sunday, May 16, 2021","Tuesday, November 2, 2021",Fully Paid,"Wednesday, November 3, 2021",250665,Debt consolidation,D1, 36 months,Not Verified,25000,0.0456,167.54,0.1261,5000,10,6031,2021,8,August,3,Low Income,High Interest,Low DTI,Long Term Employee
366642,New Jersey,INDIVIDUAL,3 years,Marlabs Inc,B,RENT,"Thursday, August 12, 2021","Wednesday, December 15, 2021","Sunday, October 10, 2021",Fully Paid,"Monday, October 11, 2021",361923,Debt consolidation,B5, 36 months,Not Verified,70000,0.1164,169.91,0.1221,10800,14,5945,2021,8,August,3,Upper Middle Income,High Interest,Moderate DTI,Early Career
347987,Maryland,INDIVIDUAL,2 years,Genesis Healthcare,C,RENT,"Thursday, August 5, 2021","Sunday, October 3, 2021","Sunday, October 3, 2021",Fully Paid,"Monday, October 4, 2021",348814,Debt consolidation,C5, 36 months,Not Verified,27040,0.2352,133.42,0.1229,4000,6,4666,2021,8,August,3,Low Income,High Interest,High DTI,Early Career
363865,California,INDIVIDUAL,< 1 year,Fossil,C,RENT,"Wednesday, August 11, 2021","Wednesday, October 13, 2021","Tuesday, November 2, 2021",Fully Paid,"Wednesday, November 3, 2021",374005,Debt consolidation,C4, 36 months,Not Verified,27200,0.0719,167.8,0.1272,5000,12,5947,2021,8,August,3,Low Income,High Interest,Low DTI,Long Term Employee
362309,Connecticut,INDIVIDUAL,< 1 year,Unknown,C,RENT,"Wednesday, August 11, 2021","Sunday, May 16, 2021","Thursday, November 11, 2021",Fully Paid,"Friday, November 12, 2021",371611,Debt consolidation,C4, 36 months,Not Verified,38850,0.0398,134.24,0.1272,4000,12,4833,2021,8,August,3,Middle Income,High Interest,Low DTI,Long Term Employee
364585,Virginia,INDIVIDUAL,1 year,"K2M, Inc.",C,RENT,"Thursday, August 12, 2021","Sunday, November 14, 2021","Friday, November 12, 2021",Fully Paid,"Tuesday, November 1, 2022",375249,Debt consolidation,C5, 36 months,Not Verified,37440,0.1718,107.89,0.1304,3200,4,3884,2021,8,August,3,Middle Income,High Interest,Moderate DTI,New Employee
298351,Florida,INDIVIDUAL,< 1 year,Citistreet,C,RENT,"Wednesday, August 4, 2021","Friday, October 8, 2021","Friday, October 8, 2021",Fully Paid,"Saturday, October 9, 2021",298306,Debt consolidation,C5, 36 months,Not Verified,28000,0.1281,232.64,0.1229,6975,32,8204,2021,8,August,3,Low Income,High Interest,Moderate DTI,Long Term Employee
312547,Rhode Island,INDIVIDUAL,1 year,Ibm,C,RENT,"Wednesday, August 4, 2021","Thursday, November 4, 2021","Thursday, November 4, 2021",Fully Paid,"Friday, November 5, 2021",312513,Debt consolidation,C5, 36 months,Not Verified,112500,0.0307,268.5,0.1229,16000,7,9666,2021,8,August,3,High Income,High Interest,Low DTI,New Employee
329511,New York,INDIVIDUAL,2 years,Start Dancing (Self Employed),C,RENT,"Wednesday, August 4, 2021","Thursday, November 4, 2021","Thursday, November 4, 2021",Fully Paid,"Friday, November 5, 2021",329369,Debt consolidation,C5, 36 months,Not Verified,35000,0.2078,213.46,0.1229,6400,12,7685,2021,8,August,3,Middle Income,High Interest,High DTI,Early Career
368897,Florida,INDIVIDUAL,6 years,Leonard D Marsocci Cpa Pa,C,RENT,"Thursday, August 12, 2021","Saturday, October 9, 2021","Thursday, October 7, 2021",Fully Paid,"Friday, October 8, 2021",383845,Debt consolidation,C3, 36 months,Not Verified,75000,0.0448,378.23,0.1316,11200,27,13029,2021,8,August,3,Upper Middle Income,High Interest,Low DTI,Experienced
358461,California,INDIVIDUAL,< 1 year,Factset Research Systems,C,RENT,"Tuesday, August 10, 2021","Thursday, January 14, 2021","Thursday, November 11, 2021",Fully Paid,"Friday, November 12, 2021",364975,Debt consolidation,C2, 36 months,Not Verified,53000,0.043,299.32,0.1209,9000,9,10775,2021,8,August,3,Middle Income,High Interest,Low DTI,Long Term Employee
306018,South Dakota,INDIVIDUAL,< 1 year,Sdsu Residential Life,C,RENT,"Tuesday, August 3, 2021","Friday, May 14, 2021","Thursday, November 4, 2021",Fully Paid,"Friday, November 5, 2021",305720,Debt consolidation,C5, 36 months,Not Verified,19000,0.1238,23.35,0.1229,700,4,840,2021,8,August,3,Low Income,High Interest,Moderate DTI,Long Term Employee
359409,Minnesota,INDIVIDUAL,4 years,Victoria'S Secret,C,RENT,"Wednesday, August 11, 2021","Thursday, November 11, 2021","Thursday, November 11, 2021",Fully Paid,"Friday, November 12, 2021",366601,Debt consolidation,C5, 36 months,Not Verified,32496,0.2489,202.28,0.1304,6000,25,7297,2021,8,August,3,Middle Income,High Interest,High DTI,Mid Career
363433,Texas,INDIVIDUAL,6 years,New York Life,C,RENT,"Thursday, August 12, 2021","Friday, November 12, 2021","Friday, November 12, 2021",Fully Paid,"Tuesday, November 1, 2022",373406,Debt consolidation,C5, 36 months,Not Verified,120000,0.0302,170.38,0.1379,5000,15,6134,2021,8,August,3,High Income,High Interest,Low DTI,Experienced
368216,Texas,INDIVIDUAL,2 years,Dallas Independent School District,C,RENT,"Thursday, August 12, 2021","Sunday, May 16, 2021","Wednesday, December 1, 2021",Fully Paid,"Thursday, December 2, 2021",382429,Debt consolidation,C2, 36 months,Not Verified,45504,0.1424,487.46,0.1284,14500,19,17549,2021,8,August,3,Middle Income,High Interest,Moderate DTI,Early Career
363675,New York,INDIVIDUAL,4 years,Rvm Incorporated,C,RENT,"Wednesday, August 11, 2021","Friday, April 16, 2021","Friday, November 12, 2021",Fully Paid,"Tuesday, November 1, 2022",373733,Debt consolidation,C3, 36 months,Not Verified,70000,0.1035,334.11,0.1241,10000,26,12028,2021,8,August,3,Upper Middle Income,High Interest,Moderate DTI,Mid Career
366135,New Jersey,INDIVIDUAL,10+ years,Ernst & Young Llp,C,RENT,"Thursday, August 12, 2021","Saturday, August 14, 2021","Friday, November 12, 2021",Fully Paid,"Tuesday, November 1, 2022",377750,Debt consolidation,C2, 36 months,Not Verified,131000,0.1768,134.48,0.1284,4000,17,4841,2021,8,August,3,High Income,High Interest,Moderate DTI,Long Term Employee
362438,California,INDIVIDUAL,7 years,Selerum Inc.,C,RENT,"Wednesday, August 11, 2021","Sunday, November 14, 2021","Thursday, November 11, 2021",Fully Paid,"Friday, November 12, 2021",371838,Debt consolidation,C2, 36 months,Not Verified,50000,0.1973,249.43,0.1209,7500,22,8979,2021,8,August,3,Middle Income,High Interest,Moderate DTI,Experienced
364794,Oklahoma,INDIVIDUAL,5 years,Integris Baptist Medical Center,C,RENT,"Thursday, August 12, 2021","Saturday, September 11, 2021","Saturday, September 11, 2021",Fully Paid,"Sunday, September 12, 2021",375384,Debt consolidation,C2, 36 months,Not Verified,75000,0.1125,399.09,0.1209,12000,20,13171,2021,8,August,3,Upper Middle Income,High Interest,Moderate DTI,Mid Career
360380,Colorado,INDIVIDUAL,1 year,Xanterra Parks And Resorts,D,RENT,"Tuesday, August 10, 2021","Monday, March 15, 2021","Tuesday, November 2, 2021",Fully Paid,"Wednesday, November 3, 2021",368122,Debt consolidation,D2, 36 months,Not Verified,64500,0.1313,748.39,0.1367,22000,36,26494,2021,8,August,3,Upper Middle Income,High Interest,Moderate DTI,New Employee
361215,Oregon,INDIVIDUAL,2 years,Ptv America Inc.,D,RENT,"Wednesday, August 11, 2021","Friday, April 16, 2021","Sunday, November 7, 2021",Fully Paid,"Monday, November 8, 2021",369527,Debt consolidation,D3, 36 months,Not Verified,38200,0.1071,307.56,0.1399,9000,10,11037,2021,8,August,3,Middle Income,High Interest,Moderate DTI,Early Career
